,content,score,appVersion,content_process,result,sentiment,proba
1161,kenapa saya tidak bisa menggunakannya lagi ? padahal saya cukup lama pake aplikasi ini tapi sekarang kok ga bisa di buka ??,1,1.3.8,kenapa saya tidak bisa menggunakannya lagi   padahal saya cukup lama pake aplikasi ini tapi sekarang kok ga bisa di buka   ,"[{'label': 'negative', 'score': 0.9778127670288086}]",negative,0.9778127670288086
1162,Ga jelas ini ini M baking danamon sistemnya ribet tiba² ga bisa loging untuk ke sistem terpaksa buat dabamo karena perusahaan,1,1.3.8,ga jelas ini ini m baking danamon sistemnya ribet tiba  ga bisa loging untuk ke sistem terpaksa buat dabamo karena perusahaan,"[{'label': 'negative', 'score': 0.9922653436660767}]",negative,0.9922653436660767
1163,Setelah update kenapa tidak bisa dibuka ya ? Pesannya tidak bisa dibuka karena sistem telah di root ????,1,1.3.8,setelah update kenapa tidak bisa dibuka ya   pesannya tidak bisa dibuka karena sistem telah di root     ,"[{'label': 'neutral', 'score': 0.9728778600692749}]",neutral,0.9728778600692749
1164,Kenapa saya gak bisa buka ya? Sblmnya saya bisa buka. Bisa tolong dibantu?,3,,kenapa saya gak bisa buka ya  sblmnya saya bisa buka  bisa tolong dibantu ,"[{'label': 'neutral', 'score': 0.9965715408325195}]",neutral,0.9965715408325195
1165,Kenapa malah saya g bisa buka y.. ktnya tdk bisa dibuka dg perangkat di jailbreak/ diroot.. mksudnya gmn y,1,1.3.8,kenapa malah saya g bisa buka y   ktnya tdk bisa dibuka dg perangkat di jailbreak  diroot   mksudnya gmn y,"[{'label': 'neutral', 'score': 0.9442010521888733}]",neutral,0.9442010521888733
1166,Kenapa setelah di update malah gak bisa di buka iya ? Apakah ada yg salah ? Atau sistemnya sedang error ?,1,1.3.8,kenapa setelah di update malah gak bisa di buka iya   apakah ada yg salah   atau sistemnya sedang error  ,"[{'label': 'negative', 'score': 0.9435184001922607}]",negative,0.9435184001922607
1167,"Merepotkan sekali harus update terus dan eror,klo gk karna terpaksa saya gk bakal pakai apk ini.mending pkai yg dlu.pembaharuan tidak berguna sama sekali",1,1.3.8,merepotkan sekali harus update terus dan eror klo gk karna terpaksa saya gk bakal pakai apk ini mending pkai yg dlu pembaharuan tidak berguna sama sekali,"[{'label': 'negative', 'score': 0.9993890523910522}]",negative,0.9993890523910522
1168,Ok banget,5,1.3.8,ok banget,"[{'label': 'negative', 'score': 0.9874195456504822}]",negative,0.9874195456504822
1169,Hadeuh cape banget aplikasinya harus diupdate mulu gpp sih kalo setelah di-update jd bagus eh ini kok malah jadi ga bisa diakses kan jd kesel. Tolonglah buat aplikasi yg biasa aja ga usah dimacem macemin yang penting buat nyaman untuk penggunanya udah cukup,1,1.3.8,hadeuh cape banget aplikasinya harus diupdate mulu gpp sih kalo setelah di update jd bagus eh ini kok malah jadi ga bisa diakses kan jd kesel  tolonglah buat aplikasi yg biasa aja ga usah dimacem macemin yang penting buat nyaman untuk penggunanya udah cukup,"[{'label': 'negative', 'score': 0.9992805123329163}]",negative,0.9992805123329163
1170,semenjak pakai yg d-bank pro harus di update terus setelah di update kenapa tidak bisa di gunakan? ada tulisan jailbreak rood tolong dong giman caranya supaya bisa lagi,4,1.3.8,semenjak pakai yg d bank pro harus di update terus setelah di update kenapa tidak bisa di gunakan  ada tulisan jailbreak rood tolong dong giman caranya supaya bisa lagi,"[{'label': 'neutral', 'score': 0.7738854289054871}]",neutral,0.7738854289054871
1171,Setelah update kok malah tidak bisa di buka ya? Ini untuk bisa memakainya kembali gimana?,2,1.3.8,setelah update kok malah tidak bisa di buka ya  ini untuk bisa memakainya kembali gimana ,"[{'label': 'neutral', 'score': 0.636592447757721}]",neutral,0.636592447757721
1172,Mudah digunakan,5,1.3.7,mudah digunakan,"[{'label': 'positive', 'score': 0.9970173835754395}]",positive,0.9970173835754395
1173,Stelah updet gk bisa d buka,1,1.3.8,stelah updet gk bisa d buka,"[{'label': 'negative', 'score': 0.849790096282959}]",negative,0.849790096282959
1174,Harus bgmn ini? Stlh update kok jd malah ga bs kebuka?,1,1.3.8,harus bgmn ini  stlh update kok jd malah ga bs kebuka ,"[{'label': 'negative', 'score': 0.9873238801956177}]",negative,0.9873238801956177
1175,setiap di suruh upgrade selalu tidak bs dibuka dan vertifikasi lg ke cabang danamon.dan klo ga diupgrade ga bs dipake.repot bnr.,1,1.3.7,setiap di suruh upgrade selalu tidak bs dibuka dan vertifikasi lg ke cabang danamon dan klo ga diupgrade ga bs dipake repot bnr ,"[{'label': 'negative', 'score': 0.8924770951271057}]",negative,0.8924770951271057
1176,Aplikasi terlalu banyak kendala,1,1.3.7,aplikasi terlalu banyak kendala,"[{'label': 'negative', 'score': 0.9977328777313232}]",negative,0.9977328777313232
1177,Tolong saya mau login kog gak bisa Gimana to,1,1.3.8,tolong saya mau login kog gak bisa gimana to,"[{'label': 'neutral', 'score': 0.96811443567276}]",neutral,0.96811443567276
1178,Nggak bs dibuka aplikasinya. Padahal udah di update. Jelek bgt seh aplikasinya.. jailbreak apaalah tu tulisann. Aduudud.. semoga pihak terkait bs LBH bagus lg buat aplikasinya..,3,1.3.8,nggak bs dibuka aplikasinya  padahal udah di update  jelek bgt seh aplikasinya   jailbreak apaalah tu tulisann  aduudud   semoga pihak terkait bs lbh bagus lg buat aplikasinya  ,"[{'label': 'negative', 'score': 0.9980053305625916}]",negative,0.9980053305625916
1179,Knpa gk bisa dibuka yah tolong di perjelas bos,1,1.3.8,knpa gk bisa dibuka yah tolong di perjelas bos,"[{'label': 'neutral', 'score': 0.9415454864501953}]",neutral,0.9415454864501953
1180,"Semenjak pro gbisa dibuka di android, anehh gk tu aplikasi nya",1,1.3.8,semenjak pro gbisa dibuka di android  anehh gk tu aplikasi nya,"[{'label': 'negative', 'score': 0.9980475902557373}]",negative,0.9980475902557373
1181,Mohon maaf saya mau bertanya. Kenapa setelah diupgrade ke D-Bank Pro aplikasinya gak bisa terbuka lg ya? Mohon petunjuk!,2,,mohon maaf saya mau bertanya  kenapa setelah diupgrade ke d bank pro aplikasinya gak bisa terbuka lg ya  mohon petunjuk ,"[{'label': 'neutral', 'score': 0.9880956411361694}]",neutral,0.9880956411361694
1182,"Sudah dua bulan di pakai minta di update giliran di update gak bisa pula,erorrrrrr",3,1.3.7,sudah dua bulan di pakai minta di update giliran di update gak bisa pula erorrrrrr,"[{'label': 'negative', 'score': 0.976387619972229}]",negative,0.976387619972229
1183,"Tambah ribet... Asal buka di suruh update terus, malesin",2,1.3.8,tambah ribet    asal buka di suruh update terus  malesin,"[{'label': 'negative', 'score': 0.9987466335296631}]",negative,0.9987466335296631
1184,"Parah banget si ini aplikasi awalnya ga bisa di buka karna harus di perbarui,giliran dh di perbarui malah ga bisa di buka sama sekali...tpln ke hallo danamon malah gada respon sama sekali,udh banknya langka....",1,1.3.8,parah banget si ini aplikasi awalnya ga bisa di buka karna harus di perbarui giliran dh di perbarui malah ga bisa di buka sama sekali   tpln ke hallo danamon malah gada respon sama sekali udh banknya langka    ,"[{'label': 'negative', 'score': 0.9993764758110046}]",negative,0.9993764758110046
1185,Setelah di update tdk bisa dibuka. Mohon diproses segera,1,1.3.8,setelah di update tdk bisa dibuka  mohon diproses segera,"[{'label': 'neutral', 'score': 0.998257577419281}]",neutral,0.998257577419281
1186,Kasih bintang 2 aja dulu kok malh diprbaharui makin gak bisa dibuka,2,1.3.8,kasih bintang   aja dulu kok malh diprbaharui makin gak bisa dibuka,"[{'label': 'negative', 'score': 0.9963195323944092}]",negative,0.9963195323944092
1187,Aplikasi tdk bisa terbuka setelah di Update.. Mohon di bantu,1,1.3.8,aplikasi tdk bisa terbuka setelah di update   mohon di bantu,"[{'label': 'neutral', 'score': 0.9990206956863403}]",neutral,0.9990206956863403
1188,Setelah d update gak. Bisa,5,1.3.8,setelah d update gak  bisa,"[{'label': 'negative', 'score': 0.9826194047927856}]",negative,0.9826194047927856
1189,Sangat mudah berteransaksi,1,1.3.8,sangat mudah berteransaksi,"[{'label': 'positive', 'score': 0.9974002838134766}]",positive,0.9974002838134766
1190,"Payah, upgrade malah burik",1,1.3.7,payah  upgrade malah burik,"[{'label': 'negative', 'score': 0.9995018243789673}]",negative,0.9995018243789673
1191,Sangat mudah dan enak di gunakan selama memakai bank Danamon tidak ada masalah,5,1.3.8,sangat mudah dan enak di gunakan selama memakai bank danamon tidak ada masalah,"[{'label': 'positive', 'score': 0.9984897375106812}]",positive,0.9984897375106812
1192,Semakin meningkat versinya makin menyulitkan pengguna. Saat ini saya tdk bisa menggunakan aplikasi karena di bilang hp saya jail break atw sdh di rooting. Harusnya updatenya semakin memudahkan pengguna,1,1.3.8,semakin meningkat versinya makin menyulitkan pengguna  saat ini saya tdk bisa menggunakan aplikasi karena di bilang hp saya jail break atw sdh di rooting  harusnya updatenya semakin memudahkan pengguna,"[{'label': 'positive', 'score': 0.8062162399291992}]",positive,0.8062162399291992
1193,Tolong ini danamon dibuat simple aja tapi gampang. Ini ribet ku rasa. Baru update ini kok gk bisa di buka,3,1.3.8,tolong ini danamon dibuat simple aja tapi gampang  ini ribet ku rasa  baru update ini kok gk bisa di buka,"[{'label': 'negative', 'score': 0.9986012578010559}]",negative,0.9986012578010559
1194,"Habis diperbarui malah tidk bisa dibuka, keterangan ""Tidak bisa dibuka pada perangkat yg udah dijailbreak / diroot"". Lha yg ngeroot siapa. Ngarang aja. Jangan ngeselin napa. Kalau gini terus ya mending ganti mbanking bank sebelah aja.",1,1.3.8,habis diperbarui malah tidk bisa dibuka  keterangan  tidak bisa dibuka pada perangkat yg udah dijailbreak   diroot   lha yg ngeroot siapa  ngarang aja  jangan ngeselin napa  kalau gini terus ya mending ganti mbanking bank sebelah aja ,"[{'label': 'negative', 'score': 0.9987277388572693}]",negative,0.9987277388572693
1195,Kena harus update terus bikin full memory. Harusx update itu setahun sekali,3,1.3.8,kena harus update terus bikin full memory  harusx update itu setahun sekali,"[{'label': 'negative', 'score': 0.8767361640930176}]",negative,0.8767361640930176
1196,Hbis d update gk mau d buka..hm..susah jd nya..,1,1.3.8,hbis d update gk mau d buka  hm  susah jd nya  ,"[{'label': 'negative', 'score': 0.9933207631111145}]",negative,0.9933207631111145
1197,Perbaiki lagi system yah Danamon tersayang ;),4,,perbaiki lagi system yah danamon tersayang   ,"[{'label': 'neutral', 'score': 0.9856957793235779}]",neutral,0.9856957793235779
1198,Kadang oleng kadang good luck tapi membantu banget dengan apk ini,5,1.3.8,kadang oleng kadang good luck tapi membantu banget dengan apk ini,"[{'label': 'positive', 'score': 0.9769818186759949}]",positive,0.9769818186759949
1199,Kenapa tidak bisa pakai VA pdhl bank lain sudah bisa utk byr2 lazada shopee dll,4,1.3.7,kenapa tidak bisa pakai va pdhl bank lain sudah bisa utk byr  lazada shopee dll,"[{'label': 'neutral', 'score': 0.9960933327674866}]",neutral,0.9960933327674866
1200,Aplikasi minta update ketika dibuka. Setelah selesai update jadi tidak bisa dibuka. Mau transaksi gagal semua. Gimana tanggung jawabnya Danamon ?,1,1.3.8,aplikasi minta update ketika dibuka  setelah selesai update jadi tidak bisa dibuka  mau transaksi gagal semua  gimana tanggung jawabnya danamon  ,"[{'label': 'negative', 'score': 0.9898431897163391}]",negative,0.9898431897163391
1201,Kenapa verivikasi no hp gagal terus,1,1.3.8,kenapa verivikasi no hp gagal terus,"[{'label': 'negative', 'score': 0.9691882133483887}]",negative,0.9691882133483887
1202,Aplikasi sangat buruk sekali di perbari malah gak bs dipake masak dalam 1 mg bolak balik ke danamon aja sampa malu amacs ya kecewa sekali,1,1.3.8,aplikasi sangat buruk sekali di perbari malah gak bs dipake masak dalam   mg bolak balik ke danamon aja sampa malu amacs ya kecewa sekali,"[{'label': 'negative', 'score': 0.9994988441467285}]",negative,0.9994988441467285
1203,Sampai sini paham lh ya,1,1.3.7,sampai sini paham lh ya,"[{'label': 'negative', 'score': 0.9835748672485352}]",negative,0.9835748672485352
1204,Jelek,1,1.3.7,jelek,"[{'label': 'negative', 'score': 0.9985276460647583}]",negative,0.9985276460647583
1205,"buruk susah di buka,awal nya bagus sekarang kenapa jadi buruk",1,1.3.8,buruk susah di buka awal nya bagus sekarang kenapa jadi buruk,"[{'label': 'negative', 'score': 0.9993556141853333}]",negative,0.9993556141853333
1206,Mantap bos aplikasi ny,5,1.3.7,mantap bos aplikasi ny,"[{'label': 'positive', 'score': 0.9991902709007263}]",positive,0.9991902709007263
1207,sangat puas,5,1.3.7,sangat puas,"[{'label': 'positive', 'score': 0.9979425072669983}]",positive,0.9979425072669983
1208,Bravo,5,,bravo,"[{'label': 'positive', 'score': 0.9959961175918579}]",positive,0.9959961175918579
1209,"Aplikasi nya sangat inovatif dalam membantu kebutuhan sehari hari , sangat bagus dan lengkap",5,1.3.8,aplikasi nya sangat inovatif dalam membantu kebutuhan sehari hari   sangat bagus dan lengkap,"[{'label': 'positive', 'score': 0.9991994500160217}]",positive,0.9991994500160217
1210,Ok,5,1.3.8,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
1211,Tidak bsa masuk aplikasi di android,1,1.3.8,tidak bsa masuk aplikasi di android,"[{'label': 'neutral', 'score': 0.7451170086860657}]",neutral,0.7451170086860657
1212,"Setelah di update aplikasi tidak bisa dibuka, ""aplikasi tidak bisa dijalankan di perangkat jailbreak atau sudah di root , padahal dari awal beli tidak pernah di root,, harap diperbaiki secepatnya",1,1.3.8,setelah di update aplikasi tidak bisa dibuka   aplikasi tidak bisa dijalankan di perangkat jailbreak atau sudah di root   padahal dari awal beli tidak pernah di root   harap diperbaiki secepatnya,"[{'label': 'neutral', 'score': 0.7318668961524963}]",neutral,0.7318668961524963
1213,Apaan sih selalu minta update terus .... trus gak da guna lagi ... padahal cuman nge cek saldo doang .. hadehhh👎,2,1.3.8,apaan sih selalu minta update terus      trus gak da guna lagi     padahal cuman nge cek saldo doang    hadehhh ,"[{'label': 'negative', 'score': 0.9988279938697815}]",negative,0.9988279938697815
1214,"setelah di update malah tidak bisa login , sebentar2 disuruh update versi terbaru. namun bukannya mempermudah malah semakin sulit.",1,,setelah di update malah tidak bisa login   sebentar  disuruh update versi terbaru  namun bukannya mempermudah malah semakin sulit ,"[{'label': 'negative', 'score': 0.9946999549865723}]",negative,0.9946999549865723
1215,Ok,5,1.3.7,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
1216,Kasian,5,,kasian,"[{'label': 'positive', 'score': 0.8076415657997131}]",positive,0.8076415657997131
1217,"Manunya masih terlalu rumit, lambat",1,1.3.7,manunya masih terlalu rumit  lambat,"[{'label': 'negative', 'score': 0.9988663196563721}]",negative,0.9988663196563721
1218,"kenapa hari ini ga bisa di buka ,jailbreak padahal ada bayaran yang harus cepet cepet di bayarin,tolong segera di perbaiki",2,1.3.8,kenapa hari ini ga bisa di buka  jailbreak padahal ada bayaran yang harus cepet cepet di bayarin tolong segera di perbaiki,"[{'label': 'negative', 'score': 0.9693298935890198}]",negative,0.9693298935890198
1219,Transaksi lebih mudah,5,1.3.7,transaksi lebih mudah,"[{'label': 'positive', 'score': 0.9963485598564148}]",positive,0.9963485598564148
1220,Bagus,5,1.3.7,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
1221,Kenapa D-BANK DANAMON saya tidak bisa dibuka dan ada tulisan jailbreak,3,,kenapa d bank danamon saya tidak bisa dibuka dan ada tulisan jailbreak,"[{'label': 'neutral', 'score': 0.9769384264945984}]",neutral,0.9769384264945984
1222,Good,5,1.3.7,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
1223,"Minta update, tp ketika sdh di update malah gk bs dibuka...ini bukan mempermudah nasabah, malah menyusahkan...ya x hrs ganti hp sesuai versi yg terbaru juga, hanya demi bs membuka aplikasi nya...mohon respon ny segera, nasabah btuh melakukan online banking tp malah dipersulit dengan sistem!",1,1.3.8,minta update  tp ketika sdh di update malah gk bs dibuka   ini bukan mempermudah nasabah  malah menyusahkan   ya x hrs ganti hp sesuai versi yg terbaru juga  hanya demi bs membuka aplikasi nya   mohon respon ny segera  nasabah btuh melakukan online banking tp malah dipersulit dengan sistem ,"[{'label': 'negative', 'score': 0.9834766387939453}]",negative,0.9834766387939453
1224,Knapa malah ndak bisa dibuka ya...,1,1.3.8,knapa malah ndak bisa dibuka ya   ,"[{'label': 'negative', 'score': 0.9237902164459229}]",negative,0.9237902164459229
1225,Lemot. Sangat jelek sekali,1,1.3.7,lemot  sangat jelek sekali,"[{'label': 'negative', 'score': 0.9994766116142273}]",negative,0.9994766116142273
1226,aplikasi yang sangat menyusahkan.. udah ketiga kalinya harus bolak balik ke bank untuk verifikasi.. aduh parah parah,1,1.3.7,aplikasi yang sangat menyusahkan   udah ketiga kalinya harus bolak balik ke bank untuk verifikasi   aduh parah parah,"[{'label': 'negative', 'score': 0.9991325736045837}]",negative,0.9991325736045837
1227,Okok,5,1.3.7,okok,"[{'label': 'negative', 'score': 0.944915235042572}]",negative,0.944915235042572
1228,"Dari awal dowload aplikasi nya gampang, ada verifikasi videocall juga, pas kartu ATM diambil di cabang harus setoran awal Rp100. 000 dan aplikasinya gak bisa kebuka harus diroot hpnya.",5,,dari awal dowload aplikasi nya gampang  ada verifikasi videocall juga  pas kartu atm diambil di cabang harus setoran awal rp         dan aplikasinya gak bisa kebuka harus diroot hpnya ,"[{'label': 'neutral', 'score': 0.9947429895401001}]",neutral,0.9947429895401001
